name,age,sex,major,gpa,hobbies,country,id,province,level
Jeffery White,20,Male,Industrial Design,3.33,"['magic', 'swimming']",Canada,id_12637,Ontario,Freshman
Kathy Keller,22,Female,Architecture,3.35,"['tai chi', 'playing musical instruments']",USA,id_12638,Florida,Senior
David Perkins,22,Male,English Literature,2.8200000000000003,"['drawing', 'LARPing']",USA,id_12639,New York,Senior
Adam Mendoza,24,Male,Forensic Science,3.86,"['meditation', 'swimming']",USA,id_12640,Utah,Junior
Andrea Chen,20,Female,Computer Engineering,2.13,"['skydiving', 'surfing']",Canada,id_12641,British Columbia,Sophomore
Stephen Patel,22,Male,International Relations,2.15,"['beekeeping', 'woodworking']",USA,id_12642,California,Junior
Anthony Lane,23,Male,Classics,3.88,"['hiking', 'baking']",Canada,id_12643,British Columbia,Sophomore
Brent Allen,22,Male,Marine Biology,2.37,"['metal detecting', 'board games']",USA,id_12644,Florida,Junior
Lisa Brown,23,Female,Public Health,2.61,"['whittling', 'knitting']",Canada,id_12645,Quebec,Sophomore
Julian Rice,19,Male,Dentistry,2.62,"['kayaking', 'skateboarding']",USA,id_12646,Arkansas,Senior
Michael Hall,22,Male,Linguistics,2.7800000000000002,"['candle making', 'quilting']",Canada,id_12647,Ontario,Senior
Brandon Potts,24,Male,Civil Engineering,2.81,"['volunteering', 'philately']",USA,id_12648,North Carolina,Freshman
Tracy Gray,20,Female,Marine Biology,2.23,"['biking', 'photography']",USA,id_12649,Oklahoma,Sophomore
Shannon Robinson,18,Female,Neuroscience,3.36,"['surfing', 'archery']",USA,id_12650,New York,Junior
Claire Mejia,18,Female,Anthropology,3.65,"['bird training', 'rafting']",Canada,id_12651,Ontario,Senior
Justin Stephens,19,Male,Physics,3.34,"['graphic design', 'writing']",Canada,id_12652,Ontario,Sophomore
James Woodard,22,Male,Nursing,3.2,"['stand-up comedy', 'cosplay']",USA,id_12653,Florida,Freshman
Jordan Chandler,21,Male,Botany,3.38,"['tarot reading', 'acting']",USA,id_12654,West Virginia,Junior
David Lee,22,Male,Journalism,3.14,"['handball', 'video editing']",Canada,id_12655,Ontario,Freshman
Scott Stokes,23,Male,Electrical Engineering,2.27,"['pottery', 'graphic design']",Canada,id_12656,Ontario,Sophomore
Sheila Fitzpatrick,18,Female,Elementary Education,2.95,"['magic', 'fishing']",USA,id_12657,Arizona,Freshman
Aaron Snow,21,Male,Biochemistry,2.96,"['vlogging', 'yoga']",Canada,id_12658,Ontario,Junior
James Ortiz,23,Male,Forensic Science,3.36,"['snowboarding', 'foraging']",USA,id_12659,California,Freshman
Douglas Miller,24,Male,Linguistics,3.0,"['table tennis', 'dodgeball']",USA,id_12660,California,Freshman
Sherry Graham,22,Female,Marketing,2.44,"['astronomy', 'stone carving']",USA,id_12661,Michigan,Sophomore
Melinda Marshall,20,Female,Botany,3.34,"['numismatics', 'woodworking']",USA,id_12662,Wisconsin,Junior
Anthony Singh,19,Male,Health Science,2.7800000000000002,"['astronomy', 'volunteering']",Canada,id_12663,British Columbia,Senior
Joshua Ramirez,19,Male,Philosophy,3.19,"['DIY projects', 'skiing']",Canada,id_12664,New Brunswick,Sophomore
Jason Curtis,22,Male,Elementary Education,2.76,"['table tennis', 'numismatics']",USA,id_12665,Virginia,Sophomore
Priscilla Richards,24,Female,Classics,2.16,"['spelunking', 'bouldering']",Canada,id_12666,Alberta,Freshman
Tammy Shaffer,18,Female,Elementary Education,3.7199999999999998,"['vlogging', 'podcasting']",Canada,id_12667,Quebec,Junior
Jennifer Lopez,21,Female,Early Childhood Education,4.29,"['wine tasting', 'baking']",Canada,id_12668,Quebec,Freshman
Margaret Gonzalez,24,Female,Economics,2.32,"['gardening', 'acting']",Canada,id_12669,British Columbia,Sophomore
Keith Munoz,21,Male,Psychology,4.29,"['bouldering', 'homebrewing']",USA,id_12670,Texas,Senior
Randall Edwards,23,Male,Art Therapy,2.41,"['collecting (e.g., stamps, coins, comic books)', 'skateboarding']",USA,id_12671,Oregon,Senior
Maria Wilson,23,Female,Environmental Science,4.15,"['fashion design', 'knitting']",Canada,id_12672,Quebec,Senior
Megan Whitehead,18,Female,Accounting,3.49,"['leatherworking', 'reading']",Canada,id_12673,Quebec,Freshman
Mike Smith,21,Male,Graphic Communication,2.43,"['whittling', 'card games']",USA,id_12674,Florida,Junior
Shane Olson,22,Male,Forensic Science,3.42,"['spelunking', 'volunteering']",USA,id_12675,Texas,Senior
Anthony Hale,21,Male,Film Studies,2.5300000000000002,"['disc golf', 'fashion design']",USA,id_12676,Maryland,Junior
Richard Peterson,22,Male,Fashion Design,2.17,"['horseback riding', 'music']",Canada,id_12677,Alberta,Freshman
William Baldwin,23,Male,Graphic Design,3.7,"['snowboarding', 'stand-up comedy']",USA,id_12678,Wisconsin,Freshman
Nicholas Morris,20,Male,Film Studies,3.65,"['music', 'cycling']",USA,id_12679,Virginia,Junior
Courtney Jordan DDS,18,Female,Hospitality Management,2.43,"['puppetry', 'rock climbing']",USA,id_12680,Oregon,Junior
Evan Savage,18,Male,Ecology,2.26,"['cooking', 'roller skating']",USA,id_12681,California,Freshman
Sarah Kennedy,19,Female,Botany,2.47,"['stone carving', 'zumba']",Canada,id_12682,Quebec,Sophomore
Christina Esparza,23,Female,Communication,2.99,"['poetry', 'freerunning']",Canada,id_12683,Quebec,Junior
Sophia Hudson,18,Female,Hospitality Management,2.35,"['baking', 'fashion design']",USA,id_12684,California,Freshman
Adrian Mann,20,Male,Mechanical Engineering,2.41,"['kayaking', 'digital art']",USA,id_12685,Rhode Island,Sophomore
Shaun Holmes,21,Male,Forensic Science,2.2,"['acting', 'sailing']",USA,id_12686,Texas,Freshman
Dennis Hampton,24,Male,Biology,2.3,"['animation', 'woodworking']",USA,id_12687,Florida,Senior
Jesse Wells,24,Male,International Relations,2.41,"['vlogging', 'animal rescue']",USA,id_12688,Ohio,Sophomore
Ryan Lucero,20,Male,International Relations,3.94,"['table tennis', 'woodworking']",USA,id_12689,North Carolina,Junior
Andrew Richmond,19,Male,Graphic Design,2.18,"['card games', 'roller skating']",USA,id_12690,Michigan,Senior
Julie Grant,24,Female,Forensic Science,2.83,"['numismatics', 'whittling']",Canada,id_12691,Saskatchewan,Freshman
Gary Johnson,22,Male,Kinesiology,2.93,"['sailing', 'surfing']",Canada,id_12692,Alberta,Sophomore
Wyatt Alvarez,18,Male,Art Therapy,2.63,"['tai chi', 'horseback riding']",Canada,id_12693,Quebec,Freshman
Christian Anderson,19,Male,Journalism,3.07,"['podcasting', 'archery']",Canada,id_12694,Alberta,Junior
Sarah Graves,23,Female,Art Therapy,2.77,"['mountain biking', 'kayaking']",USA,id_12695,New York,Senior
Stephanie Caldwell,22,Female,Earth Science,2.62,"['zumba', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_12696,British Columbia,Freshman
Jacqueline Johnson,18,Female,Public Health,2.6,"['jewelry making', 'graphic design']",USA,id_12697,Massachusetts,Junior
Jessica Hays,21,Female,Computer Science,3.93,"['horseback riding', 'skydiving']",Canada,id_12698,Manitoba,Sophomore
Christina Li,20,Female,Psychology,3.34,"['quilting', 'whittling']",USA,id_12699,Virginia,Junior
Mr. Charles Wheeler,19,Male,Art History,2.25,"['whittling', 'animal rescue']",USA,id_12700,Pennsylvania,Sophomore
Jordan Malone,23,Female,Graphic Communication,3.17,"['collecting (e.g., stamps, coins, comic books)', 'birdwatching']",USA,id_12701,Georgia,Freshman
Michael Meyers,19,Male,Nutrition Science,3.75,"['stand-up comedy', 'animal rescue']",Canada,id_12702,British Columbia,Junior
Kaitlyn Barnes,19,Female,Accounting,3.21,"['singing', 'surfing']",USA,id_12703,Texas,Freshman
Anthony Mason,24,Male,Journalism,2.5700000000000003,"['whittling', 'urban exploration']",USA,id_12704,Ohio,Sophomore
Kevin Ashley,22,Male,Industrial Design,2.12,"['birdwatching', 'flying planes']",Canada,id_12705,Ontario,Sophomore
Robert Gilbert,22,Male,Physics,2.59,"['collecting (e.g., stamps, coins, comic books)', 'fitness training']",USA,id_12706,Florida,Freshman
Stephanie Jones,20,Female,Early Childhood Education,2.13,"['vlogging', 'callisthenics']",Canada,id_12707,Nova Scotia,Freshman
Adam Walker,21,Male,Environmental Science,3.32,"['fishing', 'collecting (e.g., stamps, coins, comic books)']",USA,id_12708,California,Junior
Rachel Lambert,19,Female,Molecular Biology,3.18,"['stone carving', 'camping']",USA,id_12709,North Carolina,Freshman
Cynthia Carpenter,19,Female,Forensic Science,4.03,"['mountain biking', 'jogging']",Canada,id_12710,Ontario,Freshman
Joanne Flores,20,Female,Molecular Biology,3.5,"['water polo', 'stargazing']",USA,id_12711,West Virginia,Senior
Abigail Hartman,20,Female,Biomedical Engineering,2.38,"['hiking', 'cooking']",Canada,id_12712,Ontario,Junior
Ronald Morales,20,Male,Marine Biology,3.18,"['snorkeling', 'callisthenics']",Canada,id_12713,Ontario,Senior
Paul Armstrong,24,Male,Information Systems,3.34,"['disc golf', 'swimming']",USA,id_12714,Michigan,Freshman
Mr. Aaron Ward PhD,22,Male,Mathematics,2.09,"['programming', 'snorkeling']",USA,id_12715,Texas,Senior
Gerald Reese,23,Male,History,4.12,"['cycling', 'freerunning']",Canada,id_12716,Ontario,Sophomore
Katelyn Rodriguez,23,Female,Kinesiology,3.8200000000000003,"['skydiving', 'disc golf']",Canada,id_12717,Ontario,Sophomore
Shawn Davenport,21,Male,Theater,3.12,"['upcycling', 'knitting']",USA,id_12718,Texas,Freshman
Arthur Harvey,23,Male,Earth Science,2.5,"['astrology', 'vlogging']",USA,id_12719,Texas,Senior
Daniel Chen,24,Male,Hospitality Management,3.15,"['stand-up comedy', 'windsurfing']",USA,id_12720,Michigan,Freshman
Sally Garcia,21,Female,Archaeology,2.5700000000000003,"['calligraphy', 'skateboarding']",Canada,id_12721,Quebec,Freshman
Charles Smith,20,Male,Physics,2.76,"['astronomy', 'kayaking']",USA,id_12722,Pennsylvania,Sophomore
Bradley Jones DDS,18,Male,Linguistics,2.73,"['homebrewing', 'rafting']",Canada,id_12723,British Columbia,Junior
Melody Robinson,19,Female,Criminology,2.05,"['fishing', 'archery']",Canada,id_12724,British Columbia,Freshman
Stephen Hobbs,20,Male,Information Systems,2.49,"['origami', 'kickboxing']",USA,id_12725,Indiana,Freshman
Kayla Tucker,22,Female,Sociology,3.22,"['traveling', 'sports']",USA,id_12726,Florida,Junior
Bryan Lewis Jr.,19,Male,Meteorology,2.71,"['astrology', 'fitness training']",USA,id_12727,New Hampshire,Sophomore
James Williams,18,Male,Mechanical Engineering,3.31,"['swimming', 'vlogging']",USA,id_12728,California,Freshman
Lisa Noble,20,Female,Chemical Engineering,3.44,"['tarot reading', 'kayaking']",USA,id_12729,California,Freshman
David Stanley,22,Male,Sociology,3.56,"['stargazing', 'tai chi']",USA,id_12730,Arizona,Freshman
Elizabeth Jordan,18,Female,Communication,2.21,"['astrology', 'kickboxing']",USA,id_12731,Georgia,Sophomore
Brenda Beasley,21,Female,Kinesiology,4.15,"['horseback riding', 'bird training']",USA,id_12732,Alabama,Senior
Tammy Mack,20,Female,Communication,2.74,"['rafting', 'wine tasting']",Canada,id_12733,Quebec,Senior
Linda Silva,20,Female,Microbiology,4.0,"['calligraphy', 'puzzle solving']",USA,id_12734,California,Senior
Lori Thornton,22,Female,Music,2.64,"['calligraphy', 'snorkeling']",Canada,id_12735,Alberta,Sophomore
Roger Gill,19,Male,Management,2.9,"['model building', 'web development']",Canada,id_12736,Ontario,Freshman
Deanna Johnson,22,Female,Computer Science,3.03,"['yoga', 'meditation']",Canada,id_12737,British Columbia,Junior
Stacey Galvan,19,Female,Linguistics,2.73,"['photography', 'philately']",Canada,id_12738,Quebec,Senior
Edwin Cunningham,24,Male,Criminology,4.11,"['board games', 'fencing']",USA,id_12739,Virginia,Senior
Teresa Cline,20,Female,Physics,3.2800000000000002,"['baking', 'stone carving']",Canada,id_12740,Quebec,Freshman
Amanda Mata,23,Female,Geography,2.25,"['gaming', 'surfing']",Canada,id_12741,Quebec,Sophomore
Brandon Miller,18,Male,Anthropology,2.94,"['programming', 'stone carving']",USA,id_12742,California,Sophomore
Marcus Holmes,20,Male,Information Systems,2.08,"['upcycling', 'skiing']",Canada,id_12743,Ontario,Freshman
Kristen Collins,21,Female,Linguistics,3.58,"['callisthenics', 'playing musical instruments']",USA,id_12744,California,Freshman
Jason Ferguson,22,Male,Film Studies,3.65,"['windsurfing', 'rock climbing']",Canada,id_12745,Manitoba,Junior
Elizabeth Ross,21,Female,Theater,2.79,"['cycling', 'video editing']",Canada,id_12746,Quebec,Senior
Scott Cox,22,Male,Fashion Design,2.18,"['photography', 'writing']",Canada,id_12747,Ontario,Freshman
Andrew Long,23,Male,Biochemistry,2.54,"['calligraphy', 'snorkeling']",Canada,id_12748,Ontario,Freshman
Mary Harris,21,Female,Interior Design,3.94,"['archery', 'disc golf']",Canada,id_12749,Ontario,Junior
Lisa Frederick,18,Female,Interior Design,2.3,"['snowboarding', 'hiking']",Canada,id_12750,British Columbia,Junior
Connie Dixon,18,Female,Ecology,2.16,"['vlogging', 'sailing']",USA,id_12751,South Carolina,Junior
Timothy Harris,21,Male,Health Science,2.86,"['fencing', 'volunteering']",USA,id_12752,Colorado,Junior
Matthew Hodges,19,Male,Kinesiology,3.93,"['stargazing', 'snorkeling']",USA,id_12753,California,Freshman
Emily Cochran,22,Female,Civil Engineering,3.46,"['poetry', 'stand-up comedy']",USA,id_12754,Washington,Senior
Hannah Baxter,23,Female,Accounting,3.54,"['writing', 'digital art']",USA,id_12755,Maryland,Junior
Adam Duncan,19,Male,Electrical Engineering,2.58,"['roller skating', 'metal detecting']",USA,id_12756,California,Freshman
Kristin Walker,18,Female,Marine Biology,2.85,"['sailing', 'swimming']",Canada,id_12757,Alberta,Freshman
Eric Acevedo,20,Male,Industrial Design,2.13,"['biking', 'collecting (e.g., stamps, coins, comic books)']",USA,id_12758,New Jersey,Senior
Margaret Wang,19,Female,Kinesiology,2.24,"['beekeeping', 'biking']",Canada,id_12759,Quebec,Freshman
Joseph Sellers,22,Male,Industrial Design,3.74,"['candle making', 'scrapbooking']",USA,id_12760,California,Sophomore
James Thomas,20,Male,Mechanical Engineering,3.69,"['scuba diving', 'collecting (e.g., stamps, coins, comic books)']",USA,id_12761,California,Senior
Robert Braun,18,Male,Molecular Biology,3.98,"['ice skating', 'wine tasting']",USA,id_12762,New Mexico,Senior
James Fischer,24,Male,Microbiology,3.5,"['jewelry making', 'card games']",Canada,id_12763,Ontario,Senior
Mr. Mark Willis,19,Male,Interior Design,2.7800000000000002,"['acting', 'collecting (e.g., stamps, coins, comic books)']",Canada,id_12764,Ontario,Sophomore
Cindy Williamson,20,Female,Nursing,3.16,"['flying planes', 'tai chi']",USA,id_12765,Pennsylvania,Senior
Jessica Barnes,24,Female,Interior Design,3.45,"['jewelry making', 'knitting']",USA,id_12766,New Jersey,Sophomore
Justin Caldwell,22,Male,Graphic Communication,3.15,"['bouldering', 'weightlifting']",Canada,id_12767,Ontario,Junior
Sheila Oliver,24,Female,Veterinary Science,2.06,"['hiking', 'animal rescue']",USA,id_12768,Indiana,Freshman
David Gonzalez,18,Male,Political Science,3.75,"['candle making', 'sailing']",Canada,id_12769,Ontario,Junior
Elizabeth Smith,24,Female,Art History,3.81,"['cosplay', 'bouldering']",Canada,id_12770,British Columbia,Freshman
Hannah Jones,22,Female,Molecular Biology,4.18,"['puzzle solving', 'skiing']",USA,id_12771,Texas,Freshman
Jeanette Morris,24,Female,Molecular Biology,3.5300000000000002,"['model building', 'stand-up comedy']",Canada,id_12772,Ontario,Senior
William Jensen,22,Male,Marine Biology,3.09,"['baking', 'poetry']",Canada,id_12773,British Columbia,Freshman
Jesse Ramirez,23,Male,Physics,2.38,"['graphic design', 'ice skating']",Canada,id_12774,Ontario,Senior
Andrew Hansen,24,Male,Drama,3.61,"['rock climbing', 'DIY projects']",USA,id_12775,Illinois,Senior
Amber Kaufman,18,Female,Psychology,2.37,"['quilting', 'gardening']",USA,id_12776,Ohio,Sophomore
Jennifer Taylor,24,Female,Social Work,3.51,"['digital art', 'beekeeping']",USA,id_12777,Texas,Junior
Samantha Liu,20,Female,Psychology,3.67,"['ice skating', 'wine tasting']",USA,id_12778,Georgia,Freshman
Sara Gonzalez,21,Female,Interior Design,2.36,"['snowboarding', 'philanthropy']",Canada,id_12779,British Columbia,Sophomore
Alicia Bryant,18,Female,Graphic Communication,3.1,"['numismatics', 'fashion design']",Canada,id_12780,Ontario,Junior
Kenneth Parks,22,Male,Nuclear Engineering,3.45,"['gaming', 'knitting']",Canada,id_12781,Quebec,Senior
Michael Hammond,24,Male,Geology,3.34,"['drawing', 'beekeeping']",Canada,id_12782,Ontario,Sophomore
Mark Collins,22,Male,Health Science,2.89,"['tai chi', 'magic']",USA,id_12783,Nevada,Junior
Jennifer Mclaughlin,22,Female,Elementary Education,2.14,"['astrology', 'birdwatching']",USA,id_12784,New York,Junior
Brian Johnson,18,Male,Biochemistry,3.37,"['geocaching', 'stone carving']",USA,id_12785,Washington,Senior
John Hughes,22,Male,Communication,3.26,"['puzzle solving', 'LARPing']",USA,id_12786,Nevada,Senior
Amanda Obrien,20,Female,Nuclear Engineering,3.51,"['makeup artistry', 'fencing']",Canada,id_12787,Ontario,Freshman
Cameron Martin,23,Male,Biomedical Engineering,2.0,"['beekeeping', 'animation']",Canada,id_12788,British Columbia,Junior
Anthony Gomez,20,Male,Geology,2.39,"['skydiving', 'fishing']",USA,id_12789,Utah,Junior
Ann Hayes,23,Female,Dance,2.32,"['pottery', 'collecting (e.g., stamps, coins, comic books)']",USA,id_12790,Missouri,Senior
Todd Burns,21,Male,Ecology,2.79,"['biking', 'archery']",Canada,id_12791,Alberta,Sophomore
Amanda Ferguson,22,Female,Linguistics,3.75,"['astrology', 'stargazing']",USA,id_12792,Kentucky,Senior
Holly George,23,Female,Geography,3.06,"['calligraphy', 'fitness training']",USA,id_12793,California,Junior
Elizabeth Miller,23,Female,Marine Biology,3.44,"['rafting', 'singing']",Canada,id_12794,Quebec,Sophomore
Emily Colon,22,Female,Anthropology,4.11,"['biking', 'pottery']",USA,id_12795,Florida,Sophomore
Randall Morales,20,Male,Civil Engineering,2.7,"['pottery', 'beekeeping']",USA,id_12796,Arizona,Freshman
Andrew Brown,19,Male,Aerospace Engineering,3.43,"['astronomy', 'magic']",Canada,id_12797,Quebec,Sophomore
Alexander Taylor,23,Male,Marketing,2.73,"['whittling', 'sports']",USA,id_12798,Louisiana,Sophomore
Jake Griffith,21,Male,Geography,2.8,"['DIY projects', 'animation']",USA,id_12799,Kentucky,Sophomore
Audrey Strickland,20,Female,Microbiology,2.74,"['animation', 'fishing']",Canada,id_12800,British Columbia,Freshman
Jennifer Fox,18,Female,Communication,3.63,"['baking', 'wine tasting']",Canada,id_12801,Manitoba,Freshman
David Miller,21,Male,Social Work,3.19,"['table tennis', 'ice skating']",USA,id_12802,North Carolina,Junior
Anthony West,23,Male,Elementary Education,2.47,"['DIY projects', 'cooking']",Canada,id_12803,Alberta,Freshman
Jennifer Harris,19,Female,Marketing,2.2800000000000002,"['soap making', 'astrology']",Canada,id_12804,British Columbia,Senior
Alyssa Gill,18,Female,Kinesiology,3.06,"['scrapbooking', 'water polo']",Canada,id_12805,Newfoundland and Labrador,Senior
Molly Aguilar,22,Female,Fashion Design,2.44,"['yoga', 'candle making']",USA,id_12806,Louisiana,Sophomore
